Title,Director,Stars,IMDb-Rating,Category,Duration,Censor-board-rating,Fecha_estreno,Contiene Sexo,Recaudación(en millones de dólares)
Millers Crossing,"JoelCoen,",", GabrielByrne, AlbertFinney, JohnTurturro, MarciaGayHarden",7.7,"Crime,Drama,Thriller",115min,NA,04/07/1902,TRUE,"68,807"
Trois couleurs: Blanc,KrzysztofKieslowski,"ZbigniewZamachowski, JulieDelpy, JanuszGajos, JerzyStuhr",7.6,"Comedy,Drama,Romance",92min,U,24/12/2002,FALSE,"11,959"
The Quiet Man,JohnFord,"JohnWayne, ""MaureenOHara,"", BarryFitzgerald, WardBond",7.7,"Comedy,Drama,Romance",129min,NA,09/11/1973,FALSE,"68,769"
Majo no takkyûbin,HayaoMiyazaki,"KirstenDunst, MinamiTakayama, ReiSakuma, KappeiYamaguchi",7.8,"Animation,Adventure,Family",103min,U,20/11/2009,FALSE,"242,45"
Tenkû no shiro Rapyuta,HayaoMiyazaki,"MayumiTanaka, KeikoYokozawa, KotoeHatsui, MinoriTerada",8,"Animation,Adventure,Family",125min,U,19/12/1993,TRUE,"107,765"
All About Eve,JosephL.Mankiewicz,"BetteDavis, AnneBaxter, GeorgeSanders, CelesteHolm",8.2,Drama,138min,NA,04/02/1917,TRUE,"161,931"
Days of Heaven,TerrenceMalick,"RichardGere, BrookeAdams, SamShepard, LindaManz",7.8,"Drama,Romance",94min,NA,27/05/1981,FALSE,"79,13"
Kramer vs. Kramer,RobertBenton,"DustinHoffman, MerylStreep, JaneAlexander, JustinHenry",7.8,Drama,105min,U,06/12/1975,TRUE,"26,625"
Kaze no tani no Naushika,HayaoMiyazaki,"SumiShimamoto, MahitoTsujimura, HisakoKyôda, GorôNaya",8,"Animation,Adventure,Sci-Fi",117min,U,07/02/2010,TRUE,"253,411"
The Searchers,JohnFord,"JohnWayne, JeffreyHunter, VeraMiles, WardBond",7.9,"Adventure,Drama,Western",119min,U,23/04/1993,FALSE,"216,192"
Malcolm X,SpikeLee,"DenzelWashington, AngelaBassett, DelroyLindo, SpikeLee",7.7,"Biography,Drama,History",202min,U,27/03/1918,FALSE,"269,814"
50/50,JonathanLevine,"JosephGordon-Levitt, SethRogen, AnnaKendrick, BryceDallasHoward",7.6,"Comedy,Drama,Romance",100min,S,28/12/1959,TRUE,"35,801"
"South Park: Bigger, Longer & Uncut",TreyParker,"TreyParker, MattStone, MaryKayBergman, IsaacHayes",7.7,"Animation,Comedy,Fantasy",81min,A,26/08/1966,FALSE,"20,535"
Mommy,XavierDolan,"AnneDorval, AntoineOlivierPilon, SuzanneClément, PatrickHuard",8,Drama,139min,R,04/04/1925,TRUE,"219,932"
Ying xiong,YimouZhang,"JetLi, TonyChiu-WaiLeung, MaggieCheung, ZiyiZhang",7.9,"Action,Adventure,Drama",120min,UA,10/09/1911,FALSE,"261,718"
8½,FedericoFellini,"MarcelloMastroianni, AnoukAimée, ClaudiaCardinale, SandraMilo",8,Drama,138min,NA,28/08/2016,TRUE,"45,093"
Manbiki kazoku,HirokazuKoreeda,"LilyFranky, SakuraAndô, KirinKiki, MayuMatsuoka",7.9,"Crime,Drama",121min,A,17/09/1902,TRUE,"150,948"
The Big Sleep,HowardHawks,"HumphreyBogart, LaurenBacall, JohnRidgely, MarthaVickers",7.9,"Crime,Film-Noir,Mystery",114min,NA,24/07/1977,FALSE,"68,156"
Cinderella Man,RonHoward,"RussellCrowe, RenéeZellweger, CraigBierko, PaulGiamatti",8,"Biography,Drama,Romance",144min,UA,31/08/1953,FALSE,"215,653"
Badlands,TerrenceMalick,"MartinSheen, SissySpacek, WarrenOates, RamonBieri",7.7,"Action,Crime,Drama",94min,NA,19/01/1948,FALSE,"201,867"
Lucky Number Slevin,PaulMcGuigan,"JoshHartnett, BenKingsley, MorganFreeman, LucyLiu",7.7,"Crime,Drama,Thriller",110min,R,03/08/2000,FALSE,"11,43"
Klaus,"SergioPablos,",", JasonSchwartzman, J.K.Simmons, RashidaJones, WillSasso",8.1,"Animation,Adventure,Comedy",96min,S,11/05/1987,FALSE,"66,633"
Witness for the Prosecution,BillyWilder,"TyronePower, MarleneDietrich, CharlesLaughton, ElsaLanchester",8.4,"Crime,Drama,Mystery",116min,U,22/05/1905,FALSE,"51,875"
Once Were Warriors,LeeTamahori,"RenaOwen, TemueraMorrison, MamaengaroaKerr-Bell, JulianArahanga",7.9,"Crime,Drama",102min,A,28/10/1967,TRUE,"22,84"
Flipped,RobReiner,"MadelineCarroll, CallanMcAuliffe, RebeccaDeMornay, AnthonyEdwards",7.7,"Comedy,Drama,Romance",90min,PG,09/08/1978,TRUE,"250,159"
Rebel Without a Cause,NicholasRay,"JamesDean, NatalieWood, SalMineo, JimBackus",7.6,Drama,111min,U,10/03/1992,FALSE,"48,802"
Chun gwong cha sit,Kar-WaiWong,"LeslieCheung, TonyChiu-WaiLeung, ChangChen, GregoryDayton",7.7,"Drama,Romance",96min,PG,20/10/1941,FALSE,"122,377"
Dancer in the Dark,LarsvonTrier,"Björk, CatherineDeneuve, DavidMorse, PeterStormare",7.9,"Crime,Drama,Musical",140min,U,22/06/1970,TRUE,"47,789"
Serbuan maut 2: Berandal,GarethEvans,"IkoUwais, YayanRuhian, ArifinPutra, OkaAntara",7.9,"Action,Crime,Thriller",150min,A,06/10/1929,FALSE,"147,052"
Spoorloos,GeorgeSluizer,"Bernard-PierreDonnadieu, GeneBervoets, JohannaterSteege, GwenEckhaus",7.7,"Mystery,Thriller",107min,A,15/07/1962,FALSE,"103,823"
The Last Emperor,BernardoBertolucci,"JohnLone, JoanChen, ""PeterOToole,"", RuochengYing",7.7,"Biography,Drama,History",163min,U,02/11/1989,TRUE,"156,972"
Patton,FranklinJ.Schaffner,"GeorgeC.Scott, KarlMalden, StephenYoung, MichaelStrong",7.9,"Biography,Drama,War",172min,U,13/12/1935,FALSE,"99,904"
The Hustler,RobertRossen,"PaulNewman, JackieGleason, PiperLaurie, GeorgeC.Scott",8,"Drama,Sport",134min,A,02/03/2015,FALSE,"218,599"
Taare Zameen Par,"AamirKhan,",", DarsheelSafary, AamirKhan, TiscaChopra, VipinSharma",8.3,"Drama,Family",165min,U,01/10/2019,FALSE,"218,957"
Ray,TaylorHackford,"JamieFoxx, ReginaKing, KerryWashington, CliftonPowell",7.7,"Biography,Drama,Music",152min,A,19/05/1981,TRUE,"67,254"
Modern Times,CharlesChaplin,"CharlesChaplin, PauletteGoddard, HenryBergman, TinySandford",8.5,"Comedy,Drama,Romance",87min,NA,04/11/1976,TRUE,"242,808"
Happiness,ToddSolondz,"JaneAdams, JonLovitz, PhilipSeymourHoffman, DylanBaker",7.7,"Comedy,Drama",134min,NA,31/01/1965,FALSE,"28,615"
King Kong,"MerianC.Cooper,",", FayWray, RobertArmstrong, BruceCabot, FrankReicher",7.9,"Adventure,Horror,Sci-Fi",100min,NA,23/09/1967,TRUE,"54,21"
The Great Dictator,CharlesChaplin,"CharlesChaplin, PauletteGoddard, JackOakie, ReginaldGardiner",8.4,"Comedy,Drama,War",125min,NA,18/03/1971,FALSE,"142,317"
Me and Earl and the Dying Girl,AlfonsoGomez-Rejon,"ThomasMann, RJCyler, OliviaCooke, NickOfferman",7.7,"Comedy,Drama",105min,A,25/03/1914,FALSE,"81,723"
Yôjinbô,AkiraKurosawa,"ToshirôMifune, EijirôTôno, TatsuyaNakadai, YôkoTsukasa",8.2,"Action,Drama,Thriller",110min,U,30/08/1986,TRUE,"20,486"
Madeo,BongJoonHo,"Hye-jaKim, WonBin, JinGoo, Je-munYun",7.8,"Crime,Drama,Mystery",129min,R,23/07/1988,TRUE,"250,529"
Zwartboek,PaulVerhoeven,"CaricevanHouten, SebastianKoch, ThomHoffman, HalinaReijn",7.7,"Drama,Thriller,War",145min,A,02/10/2001,FALSE,"174,337"
Barton Fink,"JoelCoen,",", JohnTurturro, JohnGoodman, JudyDavis, MichaelLerner",7.6,"Comedy,Drama,Thriller",116min,A,07/11/1949,FALSE,"58,216"
The Last King of Scotland,KevinMacdonald,"JamesMcAvoy, ForestWhitaker, GillianAnderson, KerryWashington",7.7,"Biography,Drama,History",123min,A,08/03/2000,FALSE,"268,038"
Zulu,CyEndfield,"StanleyBaker, JackHawkins, UllaJacobsson, JamesBooth",7.7,"Drama,History,War",138min,U,07/05/2012,TRUE,"52,915"
The Best Years of Our Lives,WilliamWyler,"MyrnaLoy, DanaAndrews, FredricMarch, TeresaWright",8.1,"Drama,Romance,War",170min,NA,17/05/1972,TRUE,"195,905"
Letters from Iwo Jima,ClintEastwood,"KenWatanabe, KazunariNinomiya, TsuyoshiIhara, RyôKase",7.9,"Action,Adventure,Drama",141min,UA,18/02/1957,TRUE,"238,174"
Dial M for Murder,AlfredHitchcock,"RayMilland, GraceKelly, RobertCummings, JohnWilliams",8.2,"Crime,Thriller",105min,A,30/12/1936,TRUE,"181,59"
The Artist,MichelHazanavicius,"JeanDujardin, BéréniceBejo, JohnGoodman, JamesCromwell",7.9,"Comedy,Drama,Romance",100min,U,28/10/2002,FALSE,"159,785"
Abre los ojos,AlejandroAmenábar,"EduardoNoriega, PenélopeCruz, CheteLera, FeleMartínez",7.7,"Drama,Mystery,Sci-Fi",119min,U,15/12/2015,FALSE,"290,058"
The Maltese Falcon,JohnHuston,"HumphreyBogart, MaryAstor, GladysGeorge, PeterLorre",8,"Crime,Film-Noir,Mystery",100min,NA,29/10/1950,FALSE,"217,38"
Seven Pounds,GabrieleMuccino,"WillSmith, RosarioDawson, WoodyHarrelson, MichaelEaly",7.6,Drama,123min,UA,13/09/2011,FALSE,"58,557"
"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni","HideakiAnno,",", MegumiOgata, MegumiHayashibara, YûkoMiyamura, KotonoMitsuishi",8,"Animation,Action,Drama",87min,A,14/01/1938,TRUE,"129,873"
Sardar Udham,ShoojitSircar,"VickyKaushal, ShaunScott, StephenHogan, AmolParashar",8.5,"Biography,Crime,Drama",164min,UA,25/02/1949,FALSE,"118,665"
WolfWalkers,"TommMoore,",", HonorKneafsey, EvaWhittaker, SeanBean, SimonMcBurney",8,"Animation,Adventure,Family",103min,UA,21/07/1997,FALSE,"3,53"
Fiddler on the Roof,NormanJewison,"Topol, NormaCrane, LeonardFrey, MollyPicon",8,"Drama,Family,Musical",181min,U,13/03/1980,FALSE,"201,845"
Short Cuts,RobertAltman,"AndieMacDowell, JulianneMoore, TimRobbins, BruceDavison",7.7,"Comedy,Drama",188min,R,17/10/1911,TRUE,"132,394"
Strangers on a Train,AlfredHitchcock,"FarleyGranger, RobertWalker, RuthRoman, LeoG.Carroll",7.9,"Crime,Drama,Film-Noir",101min,A,13/08/1937,TRUE,"28,265"
East of Eden,EliaKazan,"JamesDean, RaymondMassey, JulieHarris, BurlIves",7.8,Drama,118min,U,21/11/1998,TRUE,"3,029"
The Third Man,CarolReed,"OrsonWelles, JosephCotten, AlidaValli, TrevorHoward",8.1,"Film-Noir,Mystery,Thriller",104min,U,17/08/1975,FALSE,"151,089"
Rope,AlfredHitchcock,"JamesStewart, JohnDall, FarleyGranger, DickHogan",7.9,"Crime,Drama,Mystery",80min,A,22/08/1956,TRUE,"63,058"
All That Jazz,BobFosse,"RoyScheider, JessicaLange, AnnReinking, LelandPalmer",7.8,"Drama,Music,Musical",123min,A,11/06/1942,TRUE,"127,524"
Frankenstein,JamesWhale,"ColinClive, MaeClarke, BorisKarloff, JohnBoles",7.8,"Drama,Horror,Sci-Fi",70min,A,25/10/1937,FALSE,"112,327"
Breaking the Waves,LarsvonTrier,"EmilyWatson, StellanSkarsgård, KatrinCartlidge, Jean-MarcBarr",7.8,Drama,159min,R,08/02/1937,TRUE,"269,188"
Kubo and the Two Strings,TravisKnight,"CharlizeTheron, ArtParkinson, MatthewMcConaughey, RalphFiennes",7.7,"Animation,Action,Adventure",101min,U,14/08/2017,FALSE,"4,097"
The Straight Story,DavidLynch,"RichardFarnsworth, SissySpacek, JaneGallowayHeitz, JosephA.Carpenter",8,"Biography,Drama",112min,U,17/07/1944,FALSE,"58,056"
Togo,EricsonCore,"WillemDafoe, JulianneNicholson, ChristopherHeyerdahl, RichardDormer",7.9,"Adventure,Biography,Drama",113min,U,12/03/1900,FALSE,"225,845"
My Left Foot: The Story of Christy Brown,JimSheridan,"DanielDay-Lewis, BrendaFricker, AlisonWhelan, KirstenSheridan",7.9,"Biography,Drama",103min,U,15/07/1944,FALSE,"59,328"
Being There,HalAshby,"PeterSellers, ShirleyMacLaine, MelvynDouglas, JackWarden",8,"Comedy,Drama",130min,A,12/11/1986,TRUE,"253,989"
Hable con ella,PedroAlmodóvar,"RosarioFlores, JavierCámara, DaríoGrandinetti, LeonorWatling",7.9,"Drama,Mystery,Romance",112min,R,17/01/1928,TRUE,"48,51"
La leggenda del pianista sulloceano,GiuseppeTornatore,"TimRoth, PruittTaylorVince, MélanieThierry, BillNunn",8,"Drama,Music,Romance",169min,A,22/09/1947,FALSE,"134,823"
Amour,MichaelHaneke,"Jean-LouisTrintignant, EmmanuelleRiva, IsabelleHuppert, AlexandreTharaud",7.9,Drama,127min,UA,12/07/1900,FALSE,"261,196"
Mary and Max.,AdamElliot,"ToniCollette, PhilipSeymourHoffman, EricBana, BarryHumphries",8.1,"Animation,Comedy,Drama",92min,S,14/06/1968,TRUE,"62,579"
Stagecoach,JohnFord,"JohnWayne, ClaireTrevor, AndyDevine, JohnCarradine",7.8,"Adventure,Drama,Western",96min,S,21/08/1964,TRUE,"265,501"
It Happened One Night,FrankCapra,"ClarkGable, ClaudetteColbert, WalterConnolly, RoscoeKarns",8.1,"Comedy,Romance",105min,PG,18/09/1922,FALSE,"126,628"
A Christmas Story,BobClark,"PeterBillingsley, MelindaDillon, DarrenMcGavin, ScottSchwartz",7.9,"Comedy,Family",93min,U,20/01/1905,FALSE,"75,446"
Nashville,RobertAltman,"KeithCarradine, KarenBlack, RoneeBlakley, ShelleyDuvall",7.7,"Comedy,Drama,Music",160min,R,03/07/1991,FALSE,"261,131"
The Philadelphia Story,GeorgeCukor,"CaryGrant, KatharineHepburn, JamesStewart, RuthHussey",7.9,"Comedy,Romance",112min,R,05/04/1998,FALSE,"207,926"
Gangs of Wasseypur,AnuragKashyap,"ManojBajpayee, RichaChadha, NawazuddinSiddiqui, TigmanshuDhulia",8.2,"Action,Comedy,Crime",321min,A,07/01/1983,TRUE,"65,32"
To Be or Not to Be,ErnstLubitsch,"CaroleLombard, JackBenny, RobertStack, FelixBressart",8.2,"Comedy,Romance,War",99min,UA,19/11/1968,FALSE,"202,566"
Hamlet,KennethBranagh,"KennethBranagh, JulieChristie, DerekJacobi, KateWinslet",7.8,Drama,242min,A,10/06/1917,TRUE,"78,671"
Doragon bôru chô: Burorî,TatsuyaNagamine,"MasakoNozawa, AyaHisakawa, RyôHorikawa, ToshioFurukawa",7.8,"Animation,Action,Adventure",100min,UA,05/09/1909,TRUE,"222,655"
Once,JohnCarney,"GlenHansard, MarkétaIrglová, HughWalsh, GerardHendrick",7.8,"Drama,Music,Romance",86min,R,10/04/1900,FALSE,"219,351"
Tengoku to jigoku,AkiraKurosawa,"ToshirôMifune, YutakaSada, TatsuyaNakadai, KyôkoKagawa",8.4,"Crime,Drama,Mystery",143min,S,26/11/2006,FALSE,"238,62"
The Manchurian Candidate,JohnFrankenheimer,"FrankSinatra, LaurenceHarvey, JanetLeigh, AngelaLansbury",7.9,"Drama,Thriller",126min,A,23/01/1932,FALSE,"20,409"
Fanny och Alexander,IngmarBergman,"BertilGuve, PernillaAllwin, KristinaAdolphson, BörjeAhlstedt",8.1,Drama,188min,A,28/02/1904,FALSE,"89,437"
Der Himmel über Berlin,WimWenders,"BrunoGanz, SolveigDommartin, OttoSander, CurtBois",8,"Drama,Fantasy,Romance",128min,U,24/04/2009,TRUE,"246,309"
The Treasure of the Sierra Madre,JohnHuston,"HumphreyBogart, WalterHuston, TimHolt, BruceBennett",8.2,"Adventure,Drama,Western",126min,S,20/05/1926,FALSE,"3,948"
Harold and Maude,HalAshby,"RuthGordon, BudCort, VivianPickles, CyrilCusack",7.9,"Comedy,Drama,Romance",91min,A,29/03/1998,TRUE,"174,352"
Rashômon,AkiraKurosawa,"ToshirôMifune, MachikoKyô, MasayukiMori, TakashiShimura",8.2,"Crime,Drama,Mystery",88min,U,12/01/2003,TRUE,"136,897"
Short Term 12,DestinDanielCretton,"BrieLarson, FrantzTurner, JohnGallagherJr., KaitlynDever",7.9,Drama,96min,R,04/03/2000,FALSE,"73,335"
Where Eagles Dare,BrianG.Hutton,"RichardBurton, ClintEastwood, MaryUre, PatrickWymark",7.6,"Action,Adventure,War",158min,U,16/12/1928,FALSE,"81,889"
The Killing Fields,RolandJoffé,"SamWaterston, HaingS.Ngor, JohnMalkovich, JulianSands",7.8,"Biography,Drama,History",141min,A,03/12/1972,TRUE,"64,779"
Ajeossi,Jeong-beomLee,"WonBin, KimSae-ron, KimTae-hoon, KimHee-won",7.7,"Action,Crime,Drama",119min,S,19/08/1962,TRUE,"88,038"
Beasts of No Nation,CaryJojiFukunaga,"AbrahamAttah, EmmanuelAffadzi, RickyAdelayitor, AndrewAdote",7.7,"Drama,War",137min,UA,13/05/1998,FALSE,"5,868"
The Odd Couple,GeneSaks,"JackLemmon, WalterMatthau, JohnFiedler, HerbEdelman",7.6,Comedy,105min,R,16/01/2016,TRUE,"150,374"
Fantasia,"JamesAlgar,","FordBeebeJr., NormanFerguson, DavidHand, JimHandley, T.Hee, WilfredJackson, HamiltonLuske, BillRoberts, PaulSatterfield, BenSharpsteen, , LeopoldStokowski, DeemsTaylor, ThePhiladelphiaOrchestra, CoreyBurton",7.7,"Animation,Family,Fantasy",125min,U,29/09/1986,TRUE,"236,552"
The Day of the Jackal,FredZinnemann,"EdwardFox, TerenceAlexander, MichelAuclair, AlanBadel",7.8,"Crime,Drama,Thriller",143min,A,02/08/1969,FALSE,"175,738"
Waking Life,RichardLinklater,"EthanHawke, TrevorJackBrooks, LoreleiLinklater, WileyWiggins",7.7,"Animation,Drama,Fantasy",99min,R,03/11/1904,TRUE,"87,452"
The Grapes of Wrath,JohnFord,"HenryFonda, JaneDarwell, JohnCarradine, CharleyGrapewin",8.1,Drama,129min,U,03/12/1972,FALSE,"152,186"
Cape Fear,J.LeeThompson,"GregoryPeck, RobertMitchum, PollyBergen, LoriMartin",7.7,"Drama,Thriller",106min,A,16/10/1916,TRUE,"86,629"
Kurenai no buta,HayaoMiyazaki,"ShûichirôMoriyama, TokikoKatô, BunshiKatsuraVi, TsunehikoKamijô",7.7,"Animation,Adventure,Comedy",94min,U,22/11/1931,FALSE,"75,621"
Festen,ThomasVinterberg,"UlrichThomsen, HenningMoritzen, ThomasBoLarsen, PaprikaSteen",8.1,Drama,105min,R,31/05/1922,TRUE,"144,13"
Bajrangi Bhaijaan,KabirKhan,"SalmanKhan, HarshaaliMalhotra, NawazuddinSiddiqui, KareenaKapoor",8.1,"Action,Adventure,Comedy",163min,UA,01/06/1935,FALSE,"169,52"
Guess Whos Coming to Dinner,StanleyKramer,"SpencerTracy, SidneyPoitier, KatharineHepburn, KatharineHoughton",7.8,"Comedy,Drama",108min,A,24/06/1945,FALSE,"269,095"
Miracle in Cell No. 7,MehmetAdaÖztekin,"ArasBulutIynemli, NisaSofiyaAksongur, DenizBaysal, CelileToyonUysal",8.2,Drama,132min,A,05/05/1927,TRUE,"52,955"
Notorious,AlfredHitchcock,"CaryGrant, IngridBergman, ClaudeRains, LouisCalhern",7.9,"Drama,Film-Noir,Romance",102min,U,25/03/1958,FALSE,"143,546"
Whos Afraid of Virginia Woolf?,MikeNichols,"ElizabethTaylor, RichardBurton, GeorgeSegal, SandyDennis",8,Drama,131min,A,26/06/1928,TRUE,"189,959"
Gaslight,GeorgeCukor,"CharlesBoyer, IngridBergman, JosephCotten, MayWhitty",7.8,"Crime,Drama,Mystery",114min,S,18/10/1964,FALSE,"218,407"
La planète sauvage,RenéLaloux,"BarryBostwick, JenniferDrake, EricBaugin, JeanTopart",7.7,"Animation,Sci-Fi",72min,U,20/09/1977,FALSE,"267,999"
Ladri di biciclette,VittorioDeSica,"LambertoMaggiorani, EnzoStaiola, LianellaCarell, ElenaAltieri",8.3,Drama,89min,U,15/06/1963,FALSE,"60,939"
25th Hour,SpikeLee,"EdwardNorton, BarryPepper, PhilipSeymourHoffman, RosarioDawson",7.6,Drama,135min,R,05/11/1925,FALSE,"79,974"
Trois couleurs: Bleu,KrzysztofKieslowski,"JulietteBinoche, ZbigniewZamachowski, JulieDelpy, BenoîtRégent",7.9,"Drama,Music,Mystery",94min,U,14/07/2004,TRUE,"278,158"
À bout de souffle,Jean-LucGodard,"Jean-PaulBelmondo, JeanSeberg, DanielBoulanger, Henri-JacquesHuet",7.7,"Crime,Drama",90min,U,01/07/2002,FALSE,"94,744"
The Big Heat,FritzLang,"GlennFord, GloriaGrahame, JocelynBrando, AlexanderScourby",7.9,"Crime,Film-Noir,Thriller",89min,S,21/03/1975,FALSE,"61,385"
Loving Vincent,"DorotaKobiela,",", DouglasBooth, JeromeFlynn, RobertGulaczyk, HelenMcCrory",7.8,"Animation,Biography,Crime",94min,UA,05/12/1955,FALSE,"119,978"
Freaks,TodBrowning,"WallaceFord, LeilaHyams, OlgaBaclanova, RoscoeAtes",7.9,"Drama,Horror",64min,UA,25/08/1915,FALSE,"31,759"
Mimi wo sumaseba,YoshifumiKondô,"YokoHonna, IsseyTakahashi, TakashiTachibana, ShigeruMuroi",7.9,"Animation,Drama,Family",111min,U,23/07/1915,FALSE,"158,309"
Chugyeokja,NaHong-jin,"KimYoon-seok, HaJung-woo, Yeong-hieSeo, KimYoo-jeong",7.8,"Action,Crime,Drama",125min,R,01/04/1950,FALSE,"13,047"
United 93,PaulGreengrass,"DavidAlanBasche, OliviaThirlby, LizaColón-Zayas, J.J.Johnson",7.6,"Action,Drama,History",111min,UA,15/12/1948,TRUE,"234,894"
Shershaah,Vishnuvardhan,"SidharthMalhotra, KiaraAdvani, ShivPanditt, PranayPachauri",8.4,"Action,Biography,Drama",135min,UA,28/12/1956,FALSE,"136,53"
Trois couleurs: Rouge,KrzysztofKieslowski,"IrèneJacob, Jean-LouisTrintignant, FrédériqueFeder, Jean-PierreLorit",8.1,"Drama,Mystery,Romance",99min,U,19/03/1987,FALSE,"149,01"
Perfetti sconosciuti,PaoloGenovese,"GiuseppeBattiston, AnnaFoglietta, MarcoGiallini, EdoardoLeo",7.7,"Comedy,Drama",96min,PG,08/11/2018,FALSE,"30,739"
Hedwig and the Angry Inch,JohnCameronMitchell,"JohnCameronMitchell, MiriamShor, StephenTrask, TheodoreLiscinski",7.7,"Comedy,Drama,Music",95min,R,18/11/2017,TRUE,"245,047"
Bacheha-Ye aseman,MajidMajidi,"MohammadAmirNaji, AmirFarrokhHashemian, BahareSeddiqi, NafiseJafar-Mohammadi",8.2,"Drama,Family,Sport",89min,PG,09/03/1939,FALSE,"277,062"
The Verdict,SidneyLumet,"PaulNewman, CharlotteRampling, JackWarden, JamesMason",7.7,Drama,129min,U,05/10/1985,TRUE,"179,161"
The Day the Earth Stood Still,RobertWise,"MichaelRennie, PatriciaNeal, HughMarlowe, SamJaffe",7.8,"Drama,Sci-Fi",92min,U,03/06/1958,TRUE,"240,42"
Lat sau san taam,JohnWoo,"ChowYun-Fat, TonyChiu-WaiLeung, TeresaMo, PhilipChan",7.7,"Action,Crime,Thriller",128min,A,11/01/1942,FALSE,"167,727"
Andhadhun,SriramRaghavan,"AyushmannKhurrana, Tabu, RadhikaApte, AnilDhawan",8.2,"Comedy,Crime,Music",139min,UA,14/07/1919,TRUE,"97,412"
The Caine Mutiny,EdwardDmytryk,"HumphreyBogart, JoséFerrer, VanJohnson, FredMacMurray",7.7,"Drama,War",124min,U,20/05/1919,TRUE,"72,538"
The Taking of Pelham One Two Three,JosephSargent,"WalterMatthau, RobertShaw, MartinBalsam, HectorElizondo",7.6,"Action,Crime,Thriller",104min,U,22/02/2013,FALSE,"66,272"
Hannah and Her Sisters,WoodyAllen,"MiaFarrow, DianneWiest, MichaelCaine, BarbaraHershey",7.9,"Comedy,Drama",107min,PG,20/04/1936,TRUE,"251,37"
Zerkalo,AndreiTarkovsky,"MargaritaTerekhova, FilippYankovskiy, IgnatDaniltsev, OlegYankovskiy",8,"Biography,Drama",107min,PG,05/02/1922,TRUE,"276,212"
The Worlds Fastest Indian,RogerDonaldson,"AnthonyHopkins, DianeLadd, IainRea, TessaMitchell",7.8,"Biography,Drama,Sport",127min,U,23/07/1944,TRUE,"256,092"
Ratsasan,RamKumar,"VishnuVishal, AmalaPaul, RadhaRavi, SangiliMurugan",8.3,"Crime,Drama,Mystery",170min,UA,15/10/1997,FALSE,"210,721"
Anatomy of a Murder,OttoPreminger,"JamesStewart, LeeRemick, BenGazzara, ""ArthurOConnell""",8,"Drama,Mystery",161min,A,31/10/1990,TRUE,"222,219"
Smultronstället,IngmarBergman,"VictorSjöström, BibiAndersson, IngridThulin, GunnarBjörnstrand",8.1,"Drama,Romance",91min,U,07/07/1988,FALSE,"133,8"
Zindagi Na Milegi Dobara,ZoyaAkhtar,"HrithikRoshan, FarhanAkhtar, AbhayDeol, KatrinaKaif",8.1,"Comedy,Drama,Musical",155min,U,13/09/2008,FALSE,"246,72"
Night on Earth,JimJarmusch,"WinonaRyder, GenaRowlands, LisanneFalk, AlanRandolphScott",7.7,"Comedy,Drama",129min,R,17/12/2000,FALSE,"13,97"
City Lights,CharlesChaplin,"CharlesChaplin, VirginiaCherrill, FlorenceLee, HarryMyers",8.5,"Comedy,Drama,Romance",87min,G,24/06/1936,TRUE,"92,407"
Les quatre cents coups,FrançoisTruffaut,"Jean-PierreLéaud, AlbertRémy, ClaireMaurier, GuyDecomble",8.1,"Crime,Drama",99min,U,17/06/1922,FALSE,"168,53"
Control,AntonCorbijn,"SamRiley, SamanthaMorton, CraigParkinson, AlexandraMariaLara",7.7,"Biography,Drama,Music",122min,R,24/03/1997,TRUE,"53,459"
Touch of Evil,OrsonWelles,"CharltonHeston, OrsonWelles, JanetLeigh, JosephCalleia",8,"Crime,Drama,Film-Noir",95min,A,03/03/1971,FALSE,"193,173"
Un long dimanche de fiançailles,Jean-PierreJeunet,"AudreyTautou, GaspardUlliel, JodieFoster, DominiquePinon",7.6,"Drama,Mystery,Romance",133min,U,07/05/2015,FALSE,"69,337"
Good Bye Lenin!,WolfgangBecker,"DanielBrühl, KatrinSass, ChulpanKhamatova, FlorianLukas",7.7,"Comedy,Drama,Romance",121min,R,08/08/1906,TRUE,"36,279"
Invasion of the Body Snatchers,DonSiegel,"KevinMcCarthy, DanaWynter, LarryGates, KingDonovan",7.7,"Drama,Horror,Sci-Fi",80min,PG,16/06/1904,TRUE,"74,656"
Secrets & Lies,MikeLeigh,"TimothySpall, BrendaBlethyn, PhyllisLogan, ClaireRushbrook",8,"Comedy,Drama",136min,U,20/06/2006,TRUE,"151,126"
Ikiru,AkiraKurosawa,"TakashiShimura, NobuoKaneko, ""ShinichiHimori,"", HaruoTanaka",8.3,Drama,143min,U,25/04/1983,TRUE,"252,234"
La double vie de Véronique,KrzysztofKieslowski,"IrèneJacob, WladyslawKowalski, HalinaGryglaszewska, KalinaJedrusik",7.7,"Drama,Fantasy,Music",98min,R,20/04/1935,FALSE,"45,276"
The African Queen,JohnHuston,"HumphreyBogart, KatharineHepburn, RobertMorley, PeterBull",7.7,"Adventure,Drama,Romance",105min,U,05/01/1900,TRUE,"129,312"
The Killing,StanleyKubrick,"SterlingHayden, ColeenGray, VinceEdwards, JayC.Flippen",8,"Crime,Drama,Film-Noir",84min,PG,01/07/1994,TRUE,"11,727"
